/2:28397
"it/1:21125
"may/2:36842
$10/1:10465
$25/1:20876
&amp/6:22329
2,511/1:38477
2,511,200/1:22473
2,512,000/2:22503
2,515,000/1:36984
2,516,000/3:27354
2,517,000/1:39670
2,517,443/1:20627
2,520,000/1:36309
2,521,000/1:20808
2,521,884/1:29422
2,522,000/1:17134
2,522,293/2:16164
2,524,000/1:18913
2,525,000/1:31820
2,525,677/1:31007
2,526,425)/1:16060
2,527,720/1:2583
2,530,000/1:39668
2,532,000/1:32233
2,532,959/1:8394
2,533,000/1:25965
2,535,000/1:27904
2,535,435/1:40057
2,536,312/1:27581
2,537,000/1:29891
2,537,803/1:23665
2,538,000/1:8408
2,538,030/1:34049
2,540,000/1:34316
2,541,967/1:12199
2,542,000/1:1587
2,543,000/1:30994
2,543,285/1:13749
2,543,366/1:19682
2,544,000/1:14112
2,544,271/1:15142
2,544,531/1:18843
2,545,000/1:24481
2,547,000/1:23673
2,548,975/1:24038
2,552,300/1:31822
2,557,000/1:29497
2,560,000/1:22897
2,562,160/1:1800
2,564,000/1:2020
2,565,000/1:22900
2,566,000/2:36430
2,566,680/1:36810
2,566,769/1:32093
2,569,000/1:20708
2,575p/1:42363
2,577,000/2:1620
2,578,887/1:39153
2,584,000/1:32545
2,585,000/1:22843
2,585,621/1:27346
2,587,000/2:31672
2,590,000/1:42782
2,594,474/1:33833
2,594,574/1:33994
2,596,000/2:32556
2,598,000/3:12285
2,599,000/1:41564
2,600/3:32693
2,600,000/6:22692
2,601,000/1:41969
2,602,120/1:29490
2,603,000/1:22899
2,603,588/1:39396
2,607,977/1:40544
2,608,083/1:5021
2,609,000/1:22787
2,609,313/1:22863
2,610,000/2:12407
2,610,913/1:22859
2,614,000/1:12410
2,614,224/3:27270
2,614,225/1:36251
2,615,140/1:32583
2,617,090/1:8389
2,617,528/1:26816
2,617,768/1:10707
2,617,995/1:31857
2,621,397/1:8395
2,621,778/1:34358
2,622,000/1:27142
2,623,000/2:1619
2,623,974/1:35552
2,625,000/1:34991
2,627,612/2:31703
2,627,952/1:8388
2,631,000/1:40859
2,633,000/1:28741
2,635,000/1:31058
2,637,000/1:32457
2,640,000/2:11734
2,642,000/1:40966
2,646,876/2:16162
2,648,257/1:8026
2,649,000/1:36267
2,649,003/1:19309
2,649,500/2:11906
2,650,000/3:24429
2,653,646/1:28140
2,656,000/1:21759
2,657.93/1:7204
2,658,692/2:27245
2,660,000/1:19908
2,661,000/1:13961
2,662,000/1:41898
2,664,000/3:19904
2,664,852/1:17904
2,665,000/3:21812
2,665,284/1:28139
2,666,000/1:42536
2,668,000/1:31819
2,673,000/1:30574
2,673,141/1:14224
2,677,000/1:20584
2,679/1:38474
2,684,089/1:35779
2,685/1:41328
2,685,592/1:12194
2,691,000/1:31804
2,692,000/2:27257
2,692.4/1:33548
2,694,000/1:27679
2,695,206/1:1799
2,697,000/1:18089
2,699,000/1:40813
2,700/1:10423
2,700,000/1:33478
2,704,000/1:15455
2,709,600/1:18744
2,712,000/2:31892
2,712,614/1:15134
2,713,912/1:42764
2,719,205/1:16231
2,720/1:42706
2,721.7/1:16500
2,723,557/1:29622
2,725,425/1:31019
2,725,500/1:35808
2,725,882/1:5903
2,729,000/2:8771
2,732,000/1:9703
2,741,241/1:10829
2,741,660/1:29365
2,742,000/1:35081
2,742,731/1:35271
2,742,962/1:29405
2,744,000/2:16993
2,744,826/1:12281
2,745,288/1:38049
2,748,280/1:13942
2,750/1:37900
2,750,000/1:31959
2,751/1:20609
2,751,000/2:31697
2,754,258/1:12198
2,756,000/1:41011
2,756,596/1:36767
2,757,000/1:12317
2,757,040/1:36250
2,760,000/1:29096
2,764,000/2:26025
2,764,544/1:36807
2,770,243/1:12078
2,771,000/1:24169
2,776,000/1:41010
2,777,425/1:21829
2,777,620/1:34904
2,778,000/1:13774
2,779,000/1:17066
2,782,7801/1:35778
2,783,000/1:37153
2,785,931/1:34127
2,788,000/1:26023
2,789,000/2:24166
2,791,188/2:16481
2,793,479/1:30722
2,793,677/1:11946
2,794,000/1:12313
2,795,820/1:23740
2,796,848/1:38511
2,798,000/1:31069
2,799/1:24253
2,800/8:17055
2,800,000/1:4769
2,802,000/1:30993
2,804,048/1:16232
2,804,752/1:35510
2,805,389/1:24618
2,805,569/1:15006
2,806,005/1:21849
2,806,300/1:2513
2,806,820/2:33932
2,807,400/1:14067
2,810,132/2:32421
2,815,000/1:39087
2,816,000/1:12192
2,817,616/1:12193
2,821,000/1:27784
2,832,000/1:16340
2,835,000/3:13260
2,836,508/1:29283
2,837,000/1:12134
2,837,288/1:7719
2,840/1:15148
2,840,000/1:34947
2,841,000/1:33577
2,843/1:32348
2,843,000/1:26777
2,843,520/1:4185
2,844/1:24262
2,846,000/1:41849
2,850,000/1:15247
2,851,000/1:39149
2,851.4/1:18172
2,852/1:41927
2,852,000/1:40189
2,852,198/2:18327
2,853,000/2:37777
2,855,755/1:24640
2,855,887/1:2580
2,855.9/1:36404
2,858,000/1:8779
2,859,000/1:35644
2,867,000/1:30371
2,869,000/2:20971
2,872,000/1:34402
2,874,000/1:19907
2,874,930/2:33832
2,877,000/2:12050
2,879,000/1:16337
2,883,000/2:22282
2,884,000/1:29665
2,885,000/3:22553
2,886,000/2:32496
2,887,000/1:14459
2,887,200/1:29915
2,890,000/1:25510
2,892,138/1:32654
2,894,000/1:32400
2,896,000/1:8660
2,898,363/1:39574
2,899,189/1:34126
2,899,513/1:23336
2,900/3:20246
2,900,000/1:35685
2,902,000/1:8092
2,903,000/1:22052
2,906,000/1:39042
2,908,770/1:33905
2,909,000/1:23561
2,915,000/1:36393
2,917,000/1:24720
2,918,682/1:24522
2,921,173/1:34392
2,921,629/1:24521
2,922,000/2:23329
2,925,000/3:20468
2,925,294/1:20815
2,928,021/1:39522
2,930,000/1:13242
2,930,507/1:31771
2,934,000/1:39512
2,934,285/1:26944
2,935,734/1:8020
2,936/2:32599
2,936,330/1:39393
2,939,226/1:28649
2,939,459/1:28955
2,939,619/1:35070
2,940,219/1:26948
2,942,000/1:32037
2,943,000/1:30924
2,944,000/2:8413
2,945,000/1:28887
2,951,151/1:17989
2,952,830/1:22860
2,954,488/1:36937
2,955,000/1:9071
2,957,000/1:10689
2,959,000/1:37767
2,959,029/1:42268
2,959,141/1:37898
2,960,000/1:30397
2,961,000/1:27955
2,968,437/1:9450
2,969,000/1:18818
2,970,000/1:38023
2,971,000/1:22076
2,972,000/1:41541
2,979,206/1:2582
2,980,247/1:20818
2,981,000/1:33539
2,986,000/2:17544
2,987,000/1:10107
2,988,000/1:30573
2,990,695/1:41532
2,991,000/1:26026
2,996,903/1:36766
2,997,800/1:21741
2-1/2/15:15040
2-1/4/8:1493
2-1/5/1:16438
2-1/8/1:24275
2-12/4/1:14594
2-3/4/3:18385
2-3/8/1:42817
2-5/8/1:37076
2-7/8/1:33963
2-for-1/12:1070
2-mar-1987/1:28856
2.0/49:4747
2.00/5:17609
2.01/4:13290
2.016/1:33160
2.02/10:15180
2.03/10:10658
2.039/1:33157
2.04/6:9947
2.05/7:18295
2.06/7:17453
2.07/9:8890
2.072/1:18450
2.08/8:11332
2.084/1:12367
2.09/6:10031
2.096/1:10590
2.0p/1:26516
2.1/61:572
2.1-/1:42148
2.10/8:3664
2.108/1:22412
2.11/13:3663
2.12/5:10659
2.126/1:33156
2.13/6:10569
2.14/7:3412
2.15/14:8645
2.158/1:22413
2.16/7:13755
2.17/7:5656
2.175/1:29607
2.18/8:2673
2.19/6:25306
2.193/1:42650
2.2/81:762
2.20/19:8835
2.21/7:17575
2.22/5:4795
2.23/9:5294
2.24/3:35355
2.25/22:4267
2.250/1:38411
2.255/1:21704
2.25p/3:26475
2.26/1:18451
2.27/9:184
2.275/1:30733
2.28/8:191
2.29/8:16524
2.3/80:3096
2.30/9:13346
2.31/5:14458
2.32/4:27883
2.33/4:39675
2.330/1:7171
2.333/1:30044
2.34/7:3622
2.35/10:4438
2.37/3:28045
2.38/3:15402
2.39/2:15786
2.4/64:761
2.40/8:2479
2.41/6:2656
2.42/6:32205
2.424/1:9120
2.43/8:4451
2.44/6:12342
2.440/1:40351
2.45/8:16523
2.454/1:40348
2.46/5:6882
2.47/3:11814
2.48/3:27181
2.49/8:16522
2.5/150:833
2.5-3.0/2:17756
2.50/23:4448
2.500/1:38408
2.508/1:9121
2.51/7:575
2.52/6:4450
2.53/10:5657
2.54/7:18969
2.543/1:13994
2.55/8:18527
2.56/6:12797
2.562/1:40763
2.57/7:14055
2.58/5:25045
2.59/6:12849
2.6/65:331
2.60/4:12424
2.61/7:7929
2.62/4:29206
2.625/2:38413
2.63/7:6864
2.64/6:13385
2.65/12:2657
2.655/1:40346
2.65p/1:15931
2.66/5:6881
2.67/3:28222
2.68/6:21006
2.69/5:19328
2.6p/1:42403
2.7/51:2246
2.70/8:27438
2.71/9:15572
2.72/9:11492
2.725/1:28465
2.73/1:39840
2.74/9:8321
2.75/16:10881
2.750/1:38405
2.75p/1:26474
2.76/3:21954
2.766/1:23263
2.77/7:8834
2.78/9:12361
2.8/57:3015
2.80/4:15548
2.81/4:8636
2.82/8:15248
2.83/5:15183
2.837/1:40349
2.84/4:569
2.842/1:28008
2.85/8:3451
2.86/3:37409
2.87/5:34091
2.8720/50/1:22482
2.875/1:38401
2.88/6:8322
2.88-1/4/1:36896
2.883/1:40347
2.89/6:18743
2.8900/60/1:22481
2.9/53:9731
2.9/1/1:19269
2.90/12:12257
2.91/7:4454
2.910/1:16699
2.917/1:30966
2.92/7:15559
2.92-1/2/1:36897
2.9210/45/1:14304
2.924/1:16698
2.93/5:9742
2.94/5:3575
2.95/5:4048
2.950/2:18724
2.957/1:18725
2.96/6:6795
2.969/1:21681
2.97/5:12940
2.978/1:30063
2.98/8:23766
2.99/11:3623
2/12th/1:12789
2/26/1:30592
2/27/1:30593
20/585:540
20),/1:5722
20,000/40:4190
20,000,000/1:35091
20,000-member/1:28127
20,000/21,000/1:14575
20,000/35,000/1:14559
20,064/1:40034
20,096)/1:28260
20,167,000/1:27788
20,243/1:28265
20,349/1:36017
20,406/1:40473
20,430/1:21377
20,479/1:25004
20,481/1:27916
20,578,000/1:5742
20,591,000/1:5736
20,599,000/1:14998
20,602/1:15611
20,700/2:13309
20,717/1:8903
20,760,000/1:14999
20,861,000/1:24415
20,957,000/1:2856
20-23/1:1253
20-25/2:20306
20-25th/1:29511
20-30/4:12186
20-30/4/2:14544
20-crown/2:26933
20-day/1:18707
20-day-old/1:36462
20-mar-1987/4:37553
20-member/1:37937
20-month/2:35565
20-year/4:29920
20.....feb/1:8542
20.0/14:12428
20.00/2:12667
20.02/1:31408
20.05/1:7307
20.0p/1:40073
20.1/10:7934
20.10/4:8051
20.14/1:39905
20.15/1:42131
20.19/1:7306
20.2/11:13675
20.22/1:40039
20.24/2:39527
20.25/4:9160
20.3/17:14310
20.318/1:40881
20.36/1:17576
20.39/1:29969
20.3p/2:34536
20.4/12:13740
20.42/1:22426
20.45/2:26934
20.46/1:6886
20.5/10:5191
20.50/4:17377
20.54/1:37696
20.58/1:549
20.6/9:4693
20.61/1:42595
20.68/1:31409
20.7/12:9462
20.792/1:38952
20.8/15:6270
20.80/1:40931
20.84/1:10367
20.85/1:17376
20.9/17:8635
20.92/1:21672
20.9p/1:41348
20/30/1:18231
20/4-5/5/1:14548
20/64/1:26979
20/juli/1:4192
20/jun/1:16721
20/june/1:18225
20/may/3:5570
200/123:908
200,000/47:245
200,000)/1:8580
200,052/1:41661
200,242,000/1:38361
200,500/1:30633
200-foot/1:27280
200-foot-level/1:23110
200.0/1:33468
200.2/2:13165
200.5/1:2665
200.6/1:27445
200.60/1:25052
200.7/1:42299
2000/17:890
2000,/2:38866
2000-2001/1:29183
2000./1:38630
2001/3:26964
2002/2:23531
2003/1:38306
2004/08/1:25451
2005/1:17654
201/5:21656
201)/1:27611
201,000/4:5778
201,129/1:1148
201,400/1:25524
201,660/3:29581
201,680/1:23487
201,800/1:22446
201,966/1:25776
201.1/1:32437
201.4/3:11670
201.66/4:29461
2012/1:7956
2015/1:18952
2016/1:7766
2017/1:41961
202/1:32361
202,000/6:3326
202,097/1:1748
202,108/1:18261
202,500/1:8990
202,546/1:38820
202-7/8/1:12814
202.0/1:12386
202.2/1:6818
202.5/1:33729
202.55/1:42409
202.7/1:17195
202.8/2:2230
202.9/1:6999
203/3:21307
203,000/1:23081
203,372/1:41086
203,513,000/1:13068
203,884/1:40447
203.2/1:28095
203.4/1:31999
203.40/1:19184
203.5/1:40272
203.6/1:30106
203.7/1:36396
203.9/1:23171
204/3:9622
204,000/5:9789
204,256/1:12928
204,391)/1:29582
204,553/1:24194
204,558/1:14955
204.9/1:42825
205/6:3710
205)/1:27624
205,000/2:18684
205,060/1:31421
205,700/1:18163
205.2/1:35613
205.3/1:35627
205.4/1:32878
205.50/1:15392
205.69/1:39902
2058/2:7293
205p/1:39022
206/1:21831
206,467/1:28708
206.0/2:3661
206.1/1:11666
206.3/1:39881
206.6/2:18462
207/4:12901
207,000/1:42059
207,030/1:15121
207,165/1:37863
207,514/2:35448
207,719/1:34399
207.4/1:22409
207.5/1:27039
207.6/1:20586
207.7/1:28463
208/4:28574
208,278/1:40608
208,600/1:2821
208,800/1:34174
208.2/2:15747
208.3/1:13668
208.8/2:6698
209/2:23164
209,177)/1:14954
209,906/1:14448
209.0/1:37514
209.1/3:39538
209.24/1:15792
209.3/2:30609
209.30/1:42519
209.4/2:30052
209.5/1:41189
209.8/1:22599
20p/1:15938
20s/3:9152
20th/1:6136
21/141:1621
21,000/4:2512
21,017/1:36331
21,080/1:2771
21,110/1:23645
21,111,000/1:5741
21,173,570/1:19610
21,200/1:15714
21,208/1:4145
21,290/1:11246
21,300/1:33517
21,334,000/1:24004
21,390,190/1:5432
21,404/1:15610
21,538,000/1:32018
21,659/1:13308
21,669/1:25112
21,720,000/1:34342
21,764,000/1:42904
21,782,929/1:35897
21,798,000/1:30942
21,840/1:5455
21,918/1:30133
21,929,000/1:15946
21,989/1:36019
21-1/2/1:23852
21-1/8/1:39653
21-june/1:36602
21-storey/1:32996
21.0/9:11738
21.09/1:559
21.1/15:2896
21.2/10:20804
21.203/1:37229
21.2p/1:26650
21.3/7:12661
21.30/1:17375
21.31/1:41153
21.32/1:39529
21.334/1:17840
21.34/1:39526
21.4/12:12396
21.40/2:36421
21.49/1:41166
21.4p/1:41453
21.5/12:6506
21.50/3:9159
21.55/1:39530
21.59/2:36086
21.5p/1:31521
21.6/11:13121
21.60/1:31912
21.66/1:20762
21.7/14:2240
21.75/1:35669
21.78/1:21729
21.8/3:21866
21.84/2:4242
21.85/2:8050
21.9/11:4686
21.92/1:37398
21.94/1:42329
21.95/4:25691
21.98/1:28056
210/13:10298
210,000/12:14722
210,120/1:35445
210,513/1:23642
210.1/2:25493
210.16/1:28962
210.17/1:15391
210.34/1:28527
210.4/1:40052
210.5/1:40632
210.8/1:42300
2100/4:8221
211/4:25667
211,000/5:765
211,074/1:32039
211,183/1:41862
211,324/1:8036
211.03/1:34591
211.1/1:39977
211.2/1:11215
211.7/2:11041
211.9/2:38111
212/2:41767
212,000/3:16138
212,043/1:14953
212,200/2:28581
212,289/1:17941
212.5/1:33057
212.7/1:6271
212.75/1:25634
213/5:25251
213,000/3:11331
213,000,000/1:35282
213,200/1:16562
213,287/1:38822
213,470,000/1:34928
213,500/1:28186
213-1/2/2:12815
213.5/1:40633
213.6/1:22376
213.8/1:13124
213.87/1:16580
2130/1:38692
214/11:9644
214,000/4:7105
214.0/1:21915
214.1/1:39045
214.4/1:13625
214.6/1:27209
214.9/1:18097
214p/1:41830
215/12:7909
215,000/1:27355
215,700/1:16563
215,784)/1:14956
215,821/1:19306
215.0/1:8320
215.2/1:11387
215.7/2:28129
215.74/1:6155
215.8/3:3671
215.9/1:26481
216/1:31548
216,000/7:20622
216,049/1:18349
216,095/2:25694
216,200/1:28580
216,600/2:16564
216,697/1:24475
216.03/1:24121
216.1/1:35168
216.2/1:13261
216.33/1:37968
216.67/1:17604
216.8/1:24342
216.9-r/1:13624
217/13:9612
217,000/4:25882
217,200/1:33704
217,217/1:30172
217,235/1:40446
217,449/1:12927
217,852/1:32051
217,884/2:42073
217.2/1:39976
217.28/1:30664
217.88/1:15393
217.9/1:30039
217.97/1:40066
218/2:13892
218,000/6:1590
218,864/1:10851
218.2/1:11599
218.32/1:42568
218.45/2:22113
218.46/1:36703
218.5)/1:33553
218.8/2:13623
219/3:22116
219,000/2:34378
219,593/1:29842
219,600/1:18290
219.2/1:35479
219.41/1:41296
219.5/1:21916
219.54/1:38775
219.6/3:9882
219.7/2:27744
21p/1:25752
21st/3:25773
22/245:46
22,000/13:6847
22,002/1:36330
22,016,000/1:8985
22,068/1:21376
22,086/1:18563
22,109/1:24234
22,120/1:25725
22,262/1:23649
22,345,718/1:35899
22,500,000/1:41533
22,522,000/1:38123
22,568,000/1:5735
22,583/1:29076
22,800/1:40031
22,800,000/1:35096
22,809)/1:15078
22,969,000/1:34343
22-1/2/2:35629
22-3/4/1:36551
22.0/4:13674
22.04/1:28992
22.09/1:36165
22.1/7:27007
22.12/3:30793
22.14/1:31913
22.15p/1:28607
22.19/2:36085
22.2/9:23958
22.2)/1:18177
22.24/2:21671
22.26/4:15812
22.3/11:7243
22.30/1:21670
22.33/1:28936
22.4/16:5632
22.5/22:15606
22.50/5:8049
22.5p/1:40072
22.6/16:2424
22.63/1:33102
22.65/1:17577
22.69/1:42332
22.7/7:14528
22.79/1:37695
22.7p/2:41311
22.8/14:5192
22.9/8:4085
22.94/1:31914
22.9p/1:42401
220/9:13510
220,000/5:12954
220,041/2:39242
220,582/1:8911
220,724/1:35444
220,911/1:27908
220.3/2:3748
220.5/1:13663
220.84/2:9771
220.9/1:2231
2200/1:28862
221/2:34857
221,200,000/1:28934
221,376/1:20658
221.2/1:28986
221.20/1:24126
221.3/1:15549
221.5/1:19448
221.53/1:30668
221.6/1:12260
221.7/1:9904
221.8/4:15160
222/10:2375
222,000/2:8096
222,143/1:15011
222,644/1:37455
222,720/1:6013
222,842)/1:15115
222.2/1:32711
222.22/1:23931
222.42/1:18594
222.73/1:39207
222.8/1:9708
222.94/1:38774
222p/1:36620
223/1:11720
223,000/4:20285
223,151,000/1:31877
223,204/1:27909
223,297/1:32441
223,400/1:20963
223.0/1:32710
223.02/1:34548
223.1/1:11386
223.16/1:4441
223.2/2:31493
223.3/2:23379
223.5/1:11598
223.66/1:40063
223.9/1:2234
224/8:18760
224,000/1:24922
224,271/1:39435
224.0/2:6707
224.08/1:30671
224.09/1:24129
224.22/1:17608
224.6/2:27444
224.7/2:12851
224.8/1:20475
224.87/1:38288
225/11:3800
225,000/8:11203
225,576/1:31422
225,815/1:29841
225.4/1:30378
225.5/1:27413
225.8/2:17194
226/5:9672
226,000/3:17258
226,157/1:37456
226,429/1:8401
226,560/1:10679
226,653,000/1:35185
226,791/1:34285
226.4/1:37812
226.42/1:17612
226.9/1:24053
227/5:4624
227,000/2:22691
227,500/1:25535
227.1/1:29253
227.3/1:35138
227.5/1:34817
227.7/1:20474
228/8:3263
228,000/4:17930
228-room/1:27600
228.2/1:9907
228.5/1:29980
228.74/1:24862
228.86/1:41293
228.9/1:42826
229/1:40259
229,000/3:14724
229,176/1:23640
229,463/1:2804
229.06/1:40065
229.2/1:11556
229.83/1:40064
229/230/2:4626
22nd/1:34141
23/209:2828
23,000/5:13989
23,024/1:41081
23,085/1:2277
23,191,000/1:38112
23,194/1:38031
23,200,000/1:19111
23,238/1:24271
23,250/1:18603
23,300,000/1:42142
23,457/1:13314
23,500/2:19752
23,560/1:25728
23,595/1:15077
23,600/1:35373
23,675,000/1:24419
23,693/1:38039
23,713)/1:14941
23,803/1:40024
23,869/1:34058
23,954/1:15095
23,992/1:38030
23-30/4/1:14585
23-day/1:10395
23-mar-1987/1:38887
23-year-old/1:34478
23.0/12:4075
23.1/15:15157
23.2/12:2659
23.3/11:19256
23.31/1:41292
23.33/1:16554
23.4/2:39809
23.5/13:6269
23.52/2:28774
23.55/1:9810
23.5p/1:13156
23.6/9:22752
23.6-r/1:13629
23.68/3:20263
23.7/10:12676
23.72/1:20761
23.74p/1:13142
23.76/1:33122
23.77/2:25115
23.79/2:26935
23.8/9:7228
23.81/1:42235
23.9/14:2830
230/12:8099
230,000/9:14723
230,188/1:37867
230,764/1:38813
230,949/1:30903
230.1/1:35611
230.6/1:31687
2300/2:7315
231/6:14208
231,000/2:7682
231,256/1:11944
231,660/2:3829
231,722/1:31308
231.4/1:13164
231.7/1:37159
231.93/1:40061
231p/1:36619
232/3:20543
232,000/5:1594
232,006,000/1:31876
232,049/1:15118
232,991/1:15282
232.0/1:32649
232.00/1:14030
232.1/1:30105
232.3/1:19911
232.8/1:42806
2326/1:25288
233/8:9664
233,000/2:6807
233,003/1:38812
233,313/1:31312
233,600/1:22278
233,641/1:31311
233.2/2:24438
233.26/1:40062
233.6/1:40567
233.9/2:15301
233.91/1:21773
234/5:9673
234,745/1:1082
235/5:10379
235,000/7:2429
235,038/1:38718
235,092/1:15987
235,572/1:21828
235,750/1:24039
235,800/1:18162
235.1/1:15182
235.3/1:24916
235.5/1:22513
235.9/1:38328
236,000/4:14621
236,100/1:35451
236,469/2:16163
236,836)/1:15113
236.1/1:31646
236.77/1:35148
236.90/1:33054
237/5:21317
237,000/3:17740
237,859/1:9003
237,862/1:38723
237,961,000/1:18864
237,969/1:28707
237.2/1:40860
237.23/1:15561
237.35/1:28618
237.4/1:33469
237.43/1:29688
237.46/1:23085
237.74/1:31444
237p/1:41829
238/2:33249
238,000/2:17069
238,700/1:38215
238,821,000/1:13080
238.3/1:13661
238.6/3:3662
238.8/1:17193
238.9/1:28937
238.99/1:39919
239/5:14128
239,500/1:9902
239.2/1:36987
239.4/1:41658
239.5/1:24805
239.7/1:35137
239.8/1:33795
239.97/1:39914
23:45:47.90/1:18551
23p/1:16626
23rd/2:27864
24/228:1099
24,000/9:13319
24,025/1:19601
24,082/1:13307
24,100)/1:27943
24,152,000/1:11816
24,311/1:41996
24,391/1:4143
24,500/1:22277
24,516/1:25408
24,564/1:25729
24,614,352/1:41782
24,636/1:25423
24,683/1:13306
24,700)/1:16077
24,735/1:25724
24,756,000/1:18014
24,839,000/1:7928
24,900/1:38854
24,967/1:38027
24,973,000/1:24413
24-1/2/2:17964
24-1/8/1:36265
24-hour/3:25870
24-hours/1:24833
24-industri/1:21056
24-month/1:19436
24-nation/1:33471
24-year/1:1178
24.0/6:21000
24.00/2:9230
24.06/2:33121
24.07/1:25114
24.09/1:9812
24.1/9:8083
24.12/1:42593
24.13/3:28935
24.15/1:15814
24.2/11:11796
24.24p/1:38835
24.25/2:26073
24.3/7:2467
24.30/1:3743
24.34/1:40574
24.38/1:28057
24.3p/1:40829
24.4/8:12675
24.40/1:15270
24.49/1:26798
24.5/14:11380
24.53/1:7818
24.5p/2:39999
24.6/7:9068
24.60/8:25272
24.625/1:38354
24.7/5:17660
24.71/1:21303
24.79/1:28813
24.8/10:1208
24.816/1:17842
24.8p/2:40002
24.9/14:7508
24.90/1:3742
24.95/1:26075
24.98/3:7403
24.99/2:35402
240/22:6329
240,000/4:16531
240,697/1:32103
240,902/1:32090
240-270/1:40236
240-mln-dlr/1:16788
240.1/1:4255
240.2/1:39196
240.24/1:41294
240.5/1:28434
240.7/2:3770
2400/5:12688
241/3:7385
241,000/4:24787
241,192/1:16375
241,465/1:24654
241,567/1:38814
241,857/1:31851
241.0/2:3679
241.4/2:37993
241.8/1:26546
241p/1:41831
242/6:9671
242,000/1:33885
242.0/1:25492
242.1/2:4254
242.6/1:28559
242.9/1:20467
242p/2:7384
243/2:21832
243,000/1:36638
243,064/1:28820
243,161/1:17649
243,191/1:17984
243,400/1:8142
243,400-share/1:12543
243.5/1:17599
243.6/1:1993
243.7/1:18807
244/5:6955
244,000/2:7728
244,119/1:15326
244,749/1:17980
244,900/1:17979
244.3/1:24806
244.4/2:27743
244.5/1:31686
244.9/1:18381
2444/2:7290
2447/2:7291
245/3:21499
245,000/3:17997
245,190/1:18338
245,560/2:29370
245.6/1:8876
245.62/1:20019
245.7/1:11557
246/2:32945
246,000/3:12187
246-1/2p/1:28617
247/2:35150
247,000/4:30395
247,0000/1:7945
247,100/1:22540
247,489/1:12771
247,970/2:31700
247.5/1:26534
247.91/1:20018
248/3:5536
248,000/5:11124
248,200/1:42233
248.3/1:38983
248.44/1:34348
248.5/3:38694
248p/1:29106
249/3:9674
249,000/2:8643
249,143/1:38046
249,192/1:39175
249,814/1:2353
249.03/1:41806
249.4/1:28990
249.7/1:42916
249.9/1:18526
24p/1:13114
24th/2:12924
25/399:385
25,000/28:5407
25,062/1:23650
25,100/1:27221
25,114,000/1:18013
25,124/1:13305
25,156/1:14940
25,165/2:28530
25,190/1:5467
25,192/1:9054
25,193/1:25975
25,459,238/1:35902
25,500/1:30838
25,508)/1:29561
25,530/1:24694
25,559/1:29074
25,651/1:27912
25,667,000/1:38124
25,744/1:17826
25,786/1:25727
25,790/1:28653
25,800/1:40195
25,836/1:32346
25,873,904/1:35901
25,876/1:36320
25,909)/1:25003
25-27/1:19394
25-28/1:38231
25-35/1:38226
25-cent/1:21402
25-decemb/1:4101
25-dlr/1:40704
25-dlr-per-shar/2:40692
25-june/1:20013
25-mar-1987/2:41451
25-month/1:20117
25-year/2:11882
25-year-old/1:34441
25.0/8:19068
25.00/2:23896
25.01/2:6735
25.1/14:2228
25.13/1:18263
25.164/1:17841
25.18/1:42326
25.2/13:548
25.24/1:17311
25.269/1:36327
25.3/8:21278
25.35/2:36162
25.375/1:7359
25.4/9:1837
25.46/1:27008
25.5/10:8137
25.53/1:21664
25.55/1:34609
25.57/1:41329
25.6/15:4694
25.65/3:3510
25.7/13:4688
25.75/1:41165
25.78/1:16532
25.7p/1:31520
25.8/8:3012
25.84/1:22427
25.88/1:40760
25.9/8:13627
25.93/1:10255
25.94/3:36161
25/4-5/5/1:14541
25/june/1:5557
25/may/2:16724
250/54:7556
250,000/28:6855
250,000/350,000/1:16681
250,646/1:15116
250.28/2:40426
250.4/1:13662
250.9/1:21632
251/4:10303
251,000/2:6797
251,100/1:39642
251,225/1:39163
251,300/1:42234
251,708/1:23639
251.0/2:28115
251.1/1:35610
251.3/1:13761
251.33/1:34349
251.49/1:7506
251.5/1:21217
251.9/1:21633
252/4:21316
252,000/1:30393
252,160/1:32445
252.2/1:7374
252.7/1:25873
252.9/1:29260
252.92/1:18618
252.95/1:18619
252p/1:25241
253/4:23156
253,000/1:38001
253,067/1:15114
253,498/1:38821
253.0/1:26530
253.9/1:40075
254/3:16899
254,000/3:17741
254.5/1:17598
254.6/1:3678
254.7/1:5783
255/1:19852
255,000/2:16230
255,000,000/1:29207
255,266,000/1:13079
255,568/2:42070
255.56/1:41297
255.8/1:38007
255.9/1:10391
256/5:10245
256,000/2:16402
256,600/1:41390
256.2/1:31647
256.3/1:26517
256.5/1:15765
256k/1:10248
257/2:30667
257,000/2:33819
257,157/1:9026
257,252/1:20147
257,300/1:21253
257,844/1:15090
257.22/1:15560
257.5/2:1992
257.66/1:28643
258/2:35557
258,000/2:2428
258,125/2:41665
258,507/1:20608
258,591/1:20237
258,712/1:5902
258,720/1:28200
258.1/1:16949
258.34/1:41298
258.7/2:20352
259,000/1:30761
259,948/2:8378
259.0/1:34344
25p/1:42362
25th/3:6137
26/184:1760
26,000/7:4167
26,019.8/1:5465
26,074/1:16745
26,108/1:15616
26,120/1:35569
26,158,000/1:30941
26,195/1:2355
26,246)/1:14926
26,248/2:14925
26,314/1:38025
26,390/1:5482
26,414/1:36328
26,488,000/1:7824
26,500/2:15711
26,541/1:33379
26,661,770/1:20397
26,700/2:10384
26,708/1:17646
26,732/1:25726
